comment_id,user,date,body
 <span>… If you use short names that have meaning, you must lock them down.</span></p>
 <p><cite>dlehn:</cite> I need to re-review the issue.<br>
 <span>… In the case of the controller, it would be to change the activity streams URL, but that's kind of strange. People expect terms to be gathered in one place.</span></p>
 <p><cite>&lt;niklasl&gt;</cite> Maybe what is asked for is how to use this design pattern to have partial extensibility, extensions which are always subordinate to the ""hardcoded"" context (that may evolve)?</p>
 <p><cite>dlehn:</cite> This would conflict with other things where JWT is also used.</p>
 <p><cite>pchampin:</cite> The comment at the end is interesting as it resonates with TPAC discussions.<br>
 <span>… There are two types of JSON-LD, one which is more about the RDF semantics, the other is about general representation of knowledge.</span><br>
 <span>… I sympathize that we should make this more clear, but don't think it's a bug in the spec.</span></p>
 <p><cite>bigbluehat:</cite> There's a tension between generic JSON-LD which is endlessly pluggable, which confuses people.<br>
 <span>… In this view, JSON-LD isn't the end product, but adding in @protected you constrain it into a use case, as you are using very specific terminology and limiting the extension points.</span><br>
 <span>… At TPAC there was a discussion about other things, such as schema.org, or are we going to specific content formats with self-defined semantics.</span><br>
 <span>… Maybe this is not a syntax change, but a best practices note. If you're in ld+json land you can do what you want, but if you're in something that provides more constraints, you may need different solutions.</span></p>
 <p><cite>&lt;niklasl&gt;</cite> +1 for best practice</p>
 <p><cite>&lt;anatoly-scherbakov&gt;</cite> +1</p>
 <p><cite>&lt;gkellogg&gt;</cite> +1</p>
 <p><cite>dlehn:</cite> It seems to be a bit more than best-practices as you need to tell people how to get around the rules.</p>
 <p><cite>dlehn:</cite> It's nice when things live together.</p>
 <p><cite>bigbluehat:</cite> In the future, maybe there would be a way to link from the spec to BP.</p>
 <p><cite>&lt;bigbluehat&gt;</cite> PROPOSAL: Address the concerns around when to use `@protected` (which were raised in <a href=""https://github.com/w3c/json-ld-syntax/issues/443)"" rel=""noopener noreferrer"">https://<wbr>github.com/<wbr>w3c/<wbr>json-ld-syntax/<wbr>issues/<wbr>443)</a> through new content in the JSON-LD Best Practices document.</p>
 <p><cite>&lt;gb&gt;</cite> <strong><a href=""https://github.com/w3c/json-ld-syntax/issues/443"" rel=""noopener noreferrer"">Issue 443</a></strong> `@protected` creates unresolvable conflicts when the same term is defined in two contexts top-level (by trwnh) [spec:editorial] [wr:commenter-agreed-partial] [class-2]</p>
 <p><cite>&lt;bigbluehat&gt;</cite> +1</p>
 <p><cite>&lt;niklasl&gt;</cite> +1</p>
 <p><cite>&lt;pchampin&gt;</cite> +1</p>
 <p><cite>&lt;gkellogg&gt;</cite> +1</p>
 <p><cite>&lt;anatoly-scherbakov&gt;</cite> +1</p>
 <p><cite>&lt;TallTed&gt;</cite> +1</p>
 <p><cite>&lt;dlehn&gt;</cite> +1</p>
 <p><cite>dlehn:</cite> Is it more ""when"" or ""how"" to use @protected?</p>
 <p><strong>RESOLUTION:</strong> Address the concerns around when to use `@protected` (which were raised in <a href=""https://github.com/w3c/json-ld-syntax/issues/443)"" rel=""noopener noreferrer"">https://<wbr>github.com/<wbr>w3c/<wbr>json-ld-syntax/<wbr>issues/<wbr>443)</a> through new content in the JSON-LD Best Practices document.</p>
 <p><cite>bigbluehat:</cite> We can make it as ""best practice"" and notify the commenter.</p>
 <p><cite>&lt;niklasl&gt;</cite> ... and *why* to...</p>
 <p><cite>bigbluehat:</cite> @protected needs more content.</p>
 <p><cite>&lt;dlehn&gt;</cite> ""... when, how, and why to use ...""</p>
 
 <hr /></details>"

