comment_id,user,date,body
 MWH>> Further, the issue has been resolved reasonably amicably in the Steven’s last DIF WG call.
 
 MWH>> To chastise someone for initiating a CoC claim is also a CoC violation. Reference item #23: https://www.w3.org/policies/code-of-conduct/  This is Coc claim #4.
 
 If you would like to file a code of conduct violation, please do.
 
 MWH>> I have and will further submit the above additional 3 claims.
 
 Best regards,
 Michael Herman
 Web 7.0 Foundation
 
 -- manu
 
 --
 Manu Sporny - https://www.linkedin.com/in/manusporny/
 Founder/CEO - Digital Bazaar, Inc.
 https://www.digitalbazaar.com/"

2498936655,PatStLouis,2024-11-25T20:10:19+00:00,"This seems grossly unwarranted. 
 
 There was examples/suggestions for next steps with an invitation to discuss on a public thread and instead of participating in the conversation you have filed a code of conduct complaint, this doesn't make any sense. Threatening to file 4 additional code of conduct complaints without the current one being resolved/addressed is just harassment.
 
 I second the fact that you have implied legal action by linking to legal documents around trademark infringement and claiming it's in violation of these laws to register the now well know did method `tdw` which has been in the work for a significant amount of time, gaining more recognition as the TDW acronym by search engines and community references. There are multiple tdw projects in dif's repository, all of them associated with this work item.
 
 No one has acknowledged the ""significant overlap"" with the previously mentioned work item of yours, quite the opposite, it was rebuked by many parties involved, not just @msporny .
 
 I was at the last TDW call and I can say that there was a compromise made as the group had no intention in further wasting time on this matter. You also signaled your intention to register tdw as a did method without having a specification, only providing confusion for the community and capitalizing on the work made by others, even if you were advised not to do so. The situation wasn't ""resolved"", the group simply decided to move on as there are more important matters to address than alleged trademark infringements.
 
 It seems to me like you are actively trying to halt all progress made in this working group."

2499083812,mwherman2000,2024-11-25T21:35:17+00:00,"> This seems grossly unwarranted.
 
 MWH>> **False**
 
 > There was examples/suggestions for next steps with an invitation to discuss on a public thread and instead of participating in the conversation you have filed a code of conduct complaint, this doesn't make any sense. Threatening to file 4 additional code of conduct complaints without the current one being resolved/addressed is just harassment.
 
 MWH>> Manu's behavior has been an ongoing issue - not limited to a single oversight.
 
 > I second the fact that you have implied legal action by linking to legal documents around trademark infringement and claiming it's in violation of these laws to register the now well know did method `tdw` which has been in the work for a significant amount of time, gaining more recognition as the TDW acronym by search engines and community references. There are multiple tdw projects in dif's repository, all of them associated with this work item.
 
 MWH>> **Not true**. The link was first raised by @mccown here: https://github.com/w3c/did-extensions/issues/586#issuecomment-2465573298. I simply copied it from Issue 586 to https://github.com/w3c/did-extensions/pull/581#issuecomment-2465639756. It is worthy reading.
 
 > No one has acknowledged the ""significant overlap"" with the previously mentioned work item of yours, quite the opposite, it was rebuked by many parties involved, not just @msporny .
 
 MWH>> Nobody has to or is expected to _acknowledged the ""significant overlap""_. It's relevant. No one in this working group, W3C or DIF or member organization has the authority to make this determination.
 
 > You also signaled your intention to register tdw as a did method without having a specification
 
 MWH>> **Not true**
 
 > The situation wasn't ""resolved"", the group simply decided to move on as there are more important matters to address than alleged trademark infringements.
 
 MWH>> That is and of itself is, in fact,  resolution. @swcurran and I also made additional agreements at the end of the call to help ease the transition.
 
 > It seems to me like you are actively trying to halt all progress made in this working group.
 
 MWH>> **Not true.** I think the WG has put a brilliant specification together.  Given this, comments like the above can only be designed to intimidate, threaten, denigrate, and/or retaliate against someone is who has the right to protect their IP/copyrights/trademarks.
 
 MWH>> Related, I have made significant efforts to reach out to  @swcurran, @kimdhamilton and the #cochairs to both resolve this issue as well as present serious solutions to help prevent these situations in the future:
 - https://github.com/w3c/did-extensions/issues/590
 - https://github.com/w3c/did-extensions/issues/597
 
 MWH>> In addition, I have been present, active, and a responsive, positive contributor in every related WG call and discussion since the overall issue was identified.
 
 We're not a bunch of kids playing in a playground sandbox anymore. Our industry is maturing. This is serious business."

2499176978,kimdhamilton,2024-11-25T22:36:57+00:00,"(Answering operational questions as ED of DIF)
 The events referred to in this complaint occurred at W3C -- not DIF. Closing as out of scope"

2499207379,mwherman2000,2024-11-25T23:00:42+00:00,"There is some jurisdictional ambiguity wrt which CoC applies to the above issues. It's not clear to me.  
 
 Here are 2 of the potential Code of Conduct policies that may apply:
 
 1. DIF: https://github.com/decentralized-identity/org/blob/main/code-of-conduct.md
 2. W3C: https://www.w3.org/policies/code-of-conduct/
 
 Hopefully, this doesn't double the number of CoC claims needed to address the above issues."

2499327914,mwherman2000,2024-11-26T00:47:53+00:00,It's unreasonable to consider moving this thread or to re-duplicate it somewhere else.  I'll continue to reply and update it here.

